NPI	CLIA	NPI_POID_20160725	CLIA_POID_20160725
1194712083	11D0256137	POG05V11	PO9QNPG7
1356386684	38D0910145	PO3P0BU1	POU3FT11
1619940517	10D0275299	PO4GRAT6	POQG2MK0
1770803777	34D2006213	POD516T8	POKWBFC7
1689916819	50D0638016	POF1KTM2	PO4H71T1
1891778213	22D0995321	PO5RN9P3	PO208K84
1043262488	01D0304164	POX3EW35	POFQBBE5
1093756157	06D0986268	POATW0C3	POWJT2F6
1396992475	10D0288212	PO2MBXT4	POM7TTX2
1003898313	19D0464310	PO401WE5	POAMUK46
1780830737	40D0994189	PODEQ2P2	POMJFTH5
1366556086	06D0900931	POB1QN57	POVCAXG6
1518993880	52D0397878	PO0BC6X4	POM9B987
1932182599	33D0999340	POM41K04	PO3RCNJ8
1104045749	05D0571200	PO0KXNA4	POT0R4T5
1124026182	39D0192072	PO166E95	POC90WC7
1235196510	10D0290071	PO1M6VV7	PO3418K2
1255514329	37D0667302	POGR8R19	PO8C9DP9
1558436063	42D0251597	PONC9CP4	PODM48D3
1962682039	10D0274847	PO4GRAT6	POQT2G92
1306938071	10D0663787	PO2ECAQ4	PO1EWAR2
1629049648	17D0953804	POC9FDH9	POX1QUA7
1245396605	05D0708499	POWCBHG3	POWFNC52
1154386431	01D0641798	PO88DDE6	POFPWM99
1235236613	44D0659144	PODUE9V5	PODKPDJ6
1699102590	11D0262761	POH5JWG2	POG944K9
1396728630	05D0060541	PO7DW4A6	POJ867F1
1295702728	10D0275734	PO3F4Q98	POTBQJ74
1225103419	23D0371756	PO2TAX62	POXXFB88
1457508400	03D0980494	POCGVD71	PO9M0N86
1780052514	33D0654442	PO4DHC22	POXTCV08
1972589620	45D0680451	PONTQGP2	POR9VD36
1275843740	50D0661429	POGQKNC1	PO3GCXE8
1538297726	05D0665463	PODN9VC0	POTKQW53
1245274950	36D0655991	PO4HC7X2	PO3RERC2
1487706214	19D0049226	POEDJ2G2	POX0FCG4
1801212766	45D2063134	PO4VGHB1	PO2XH263
1245413483	28D0454363	POWH1AH0	PORQEQH3
1669484473	46D0880690	POMW1BG0	POB284K1
1235406455	43D1099610	PO6T70R1	POKWENW2
1518911338	18D0323371	PO310625	POPWUM63
1477658516	44D0931958	POU1PFJ4	POQFUD61
1548686587	45D0967955	POKR2127	POD708M4
1982728036	36D0347539	POKFK5U0	POVWX733
1285014282	17D0707970	PO7CFQC2	POB5J9W0
1740651173	05D1066073	PO4GJ6F4	POV9NPK9
1528190931	05D0609154	POQEAK01	PO64TE81
1811036833	39D0656976	POBXJBM7	PO7373N7
1689652216	42D1008880	POE24JG2	POJVMDB5
1891997813	05D0961460	POWNNHU4	PO6A25X5
1881784056	52D0392260	POC23U57	PO0AU181
1548212988	36D0656333	POM5TU30	PO2CRKJ1
1740253194	18D0648517	PO0G9317	PO33G449
1780761866	03D0534325	PO5N6694	POFUBJ88
1023445590	34D1065254	POQ1TU97	PORB3R11
1881632818	10D0290262	PO0WV8P5	PON24268
1750788121	34D2084222	PO1VXVK7	POUP8RH3
1104881507	06D0518099	POH7FG44	PO7V71D4
1598760985	05D0644036	PODV76X3	POJJHWN7
1215049747	37D0656554	POWWN9U9	PORPG633
1922043686	04D0049895	POKG7GE0	PO711A42
1740397751	01D0301738	POUQATD1	PO703C78
1952381477	10D0645438	POTPJHK7	POH5C8Q1
1679886816	36D0656094	PO5TNHD4	POAB4MW7
1477554152	05D0584831	PO2XXEJ9	POP14NB2
1336221019	10D0645240	POMAEFG1	POA869A6
1144397134	06D0663026	PO0PT646	PO6184P3
1780633289	36D0346481	PO405D08	POVE2QB7
1780640490	33D0891034	POPQFH19	POTAAVJ8
1356574560	37D1049908	PO5RXFC9	PO1MEK04
1518042175	36D0032533	PO13R9H0	PO34BED6
1720075286	33D0165978	POJ5VNH4	POU10T02
1487629978	34D0240163	POD6TNH1	POC04BQ7
1417069949	37D0656687	PO7PGE55	PO0D29C7
1578581443	41D0083792	PO1QMEE3	POUGW560
1184618829	05D0587924	POB805V8	PO7A5M19
1619138674	42D1090136	PO6143B9	PO8KE3A9
1750336277	33D0153094	PO1P6A43	POPUAC78
1578604443	14D0044645	PO33A617	POR5WQ15
1396782363	14D0435808	PO2FQX82	PO66UH15
1316917008	52D0395245	POMG5VE7	PO2WETG9
1568596484	19D0949393	PO8BR7M9	POXWU497
1891187696	52D0989506	POFJQG13	POTVUGF9
1073599478	50D0630157	PO0TTXK7	POFH4J49
1942449426	06D1099565	PO04JWU1	PO21F695
1730185455	01D0956857	POH3EHU3	PO646HW1
1619270683	03D1057628	PO03D9M7	POAVNWA9
1730195215	49D0661011	PODDX5V7	POV6UQ68
1891718136	43D0658888	PO7UDAC6	POVNVUQ2
1467502716	11D0982593	PO987711	POUJT8Q6
1306220447	26D2086734	POBVH409	POT0HCE4
1225038136	05D0584992	POMG4U10	POT0MNW7
1285851170	10D0645397	POWG9859	PO4VUVQ7
1548273733	18D0997022	POAU85T3	PO0FUDM8
1770688483	45D0858722	PO88P4H4	POUJ4KA4
1538270772	28D0944195	PO53FEK4	POE8GG89
1023065356	52D0397317	PO2GU313	PO1XVKF5
1790812675	18D0323371	POKEHEB5	POPWUM63
1346258241	33D0172276	POQDE7V6	POVCM017
1942294939	45D0498326	POAW3W04	POAWHVF4
1962605451	51D0235176	PO7X2412	POHHDVG1
1578617841	16D1063679	POGDT1B6	PO1DMJA2
1346410115	43D0906417	POCM4535	PO9GU441
1770543399	25D0029960	PO61AHJ7	PO7R0U93
1508872904	04D0890576	PORE2MV4	POVVDP34
1104810308	33D0890049	POA0NNP2	PODP3T94
1598766495	19D0460969	POVVB8N8	POPMRH07
1518904689	45D0504456	POPVJCP4	PO0HV0Q6
1477519148	34D0248303	POD528V1	POF58VF0
1740231471	45D0659922	PONRM351	PO7QHA21
1841277704	05D0663110	POTQW8U8	PORHB6E3
1306821277	45D0486111	PO3QT771	PO0B0C42
1336533835	45D1101214	PO5M3PR9	POWJAPF8
1366614117	19D0049026	POWGKNC1	PO2Q0088
1205026002	39D1074950	POVPG4N2	POTEW217
1295743060	33D0654099	POXEN2X2	POT7T7T8
1710067376	36D0953122	PO2RUED5	PO59CRF2
1124130653	05D0643352	POP820V3	POJA9UC7
1295717056	25D0859785	POPB7157	PO5H7645
1003883877	34D1059374	PO0V4FR7	POM0VJQ8
1629059746	05D0609849	PO18V7E7	POVFA9A6
1487662938	25D0690771	POED6GV5	POC9KHF2
1487607784	03D0533469	POKAFN44	PODXGX74
1659668598	24D2014287	PO04R740	POTR6B09
1093767246	19D0649172	POFCWJB2	POHM84J9
1558409730	10D1092290	PO2QNGB7	PO7U74U0
1093892028	36D0994549	PO1VTQQ5	PO9UQXF6
1528300837	45D0988704	POXB4TE4	PO68RW48
1598836678	14D0913186	PO5994D8	PO6703X8
1942226006	22D0067539	PO3P8TC0	PO208K84
1497773022	45D0959050	POATA0U7	POVAHBT6
1932102027	33D0999944	POH9AM66	POKFXJ34
1033187182	05D0696067	PO9HTV34	PODVKD75
1154751923	34D2027790	PO6GDB52	PO460W06
1790706901	23D0368133	POMU08F6	PO97RF62
1467595793	26D0443410	PO28V4A5	POMUMHH7
1588971899	45D2006571	PO8MABJ6	PO66RKU1
1144266024	15D0668071	POA9G1H7	PO0QFBT8
1295736734	45D0893118	PO4K2RB6	POM0VVA3
1558741223	50D2055348	POPRJ3Q7	POP7WB29
1760768329	25D1060031	POBQ9Q66	POC7E037
1770696643	07D0094382	POC23WM3	POUHFKG7
1821199340	44D0659142	PO338KJ0	POKFNKV2
1609850445	45D0660117	PO9F2FQ7	POWBC528
1578628889	31D0985260	POP4AW04	PO4TG2V7
1629074182	06D0516905	POK7UUE2	POEAP264
1538208210	14D0043957	PO7FP0V2	PO7QWXB7
1730459025	05D0925263	PO6CENK7	POB65JR1
1871542787	10D1021746	POHW8W71	PO3DA4T9
1669440533	18D0648693	PON8DVT8	POGH1JH3
1760521611	39D0176771	PO06KKN7	POHWGJ18
1770850414	05D2013691	PO1HJTP3	PO77K9P7
1568860062	45D0660090	POHEX0Q3	POV5KUD4
1912947490	15D0352744	POWTMRN1	PO3PF6A3
1477643690	45D0703562	PO3J4NK6	POGV0QT1
1093716979	11D0665323	POQ38MJ9	POPN9331
1699718437	28D1008576	PO9N1QC2	PO48FVG1
1215003603	05D1018272	PO0M9NA5	POKRKBJ6
1073847471	52D1104620	POQE13M2	POXKANM2
1841236734	04D0890576	PORE2MV4	POVVDP34
1497798847	15D0667167	PO4M2MN9	POAC7B64
1811086994	03D1045367	POGTDFV8	POB4FC54
1063662211	05D1029487	PO2HNUR0	POJ99TA0
1790700904	21D0218707	PO1J47D1	PO0T8AX0
1619953965	42D0713042	POMTHK88	POH45M50
1801883780	11D0020665	POU1TPX9	POX54G56
1952301863	05D0062086	POBPFJN3	POF6EEH2
1477590198	38D0627400	POT4QBG6	POX3F373
1114922341	21D0212005	POJUWB58	PO3KU205
1760472799	10D0025879	PO4AW220	PO8RX917
1780600510	45D1000696	PO224W22	PO41QTC0
1588684369	04D0890576	PORE2MV4	POVVDP34
1679513345	45D0710715	POGBGX58	PO4X03E1
1982650024	44D0308963	PO6AK6V6	PO78GCV6
1477602639	05D0668637	POT0KWB2	PO85JXT9
1235266750	53D0900875	PODVCQA7	POKJ4E46
1124166574	10D0292613	PO58QE83	POHQ1EG3
1790781110	05D0887574	POA8B3B7	POQ3XAJ2
1154317964	29D0932914	PO39CCD1	PO87WAJ4
1063596690	38D0713477	POB9KQ85	POPAVK68
1376574012	05D1005535	POXTJCU8	PO895P78
1821156035	04D0982822	PO3QVJ64	PO1DGQD9
1659323772	45D0052440	POMV35F6	PO7UWWU3
1831177583	45D0914069	POUU85T2	POFRMXU3
1992926992	22D0650226	POJBN3K0	POKNF832
1912213778	45D2009409	POF0DV32	POETAVM1
1790772317	10D0269502	PO2GV780	PO4K9D18
1972579837	34D0663138	POC9DAR8	POEHER17
1306025697	10D1041929	POJERH90	POTPJHK7
1578535514	26D1034369	PORKWJ85	POEXURK7
1225278906	34D1092392	POGT9F45	PO6MT1X6
1700979465	10D0270892	PO41VAQ0	PO7NEMV9
1730138397	45D1064267	PO0KH9W4	POTDJW74
1336173269	05D0672675	POCQ12V5	POW13G00
1437107208	03D0529360	PO0GE782	POQ6EBU2
1881647204	34D0665289	PO1A6HH1	POB2C7H3
1134252802	05D0665463	PODN9VC0	POTKQW53
1649392366	38D0656805	POVXVBU8	POHJPFF5
1275576381	05D0578029	PODX4V10	PO2B2DV2
1285618447	23D0380021	POC8CPE3	PO6385T4
1164758868	24D0404292	POMTWWN5	POW0HEG4
1740268846	15D0356696	POU0DJU0	PO14QTD9
1154415024	52D0397106	POVJ58P3	PO297KC7
1164403861	01D0641723	PO1R8A11	POWPB6H7
1568846459	02D0640756	PO4F7WV6	PO0HCXQ7
1699947945	43D0873531	PO6MH979	PO1V3A20
1780065540	45D0874784	POJFHD16	POGK4QH4
1538117841	01D0026356	PO89X765	PONBFVA8
1780666842	05D0972929	PO88FCK2	POF690E5
1447282892	10D0942188	POCUDJU3	PO7GXR58
1710966460	06D0982654	POD92Q88	PODM4HR2
1255304689	10D0682919	POH91K06	POH5C8Q1
1619077724	05D1090909	POAN7372	PO39FCV9
1467400929	36D0339480	POM9QMN5	PO3W5NV1
1346250594	50D0636949	PON548U3	POHFKM40
1912347485	14D0436489	PO9K6UA3	PO66F915
1043408404	19D0461791	POMPTAA6	POBVBW32
1588662084	50D1014714	PO40FK72	PO3GCXE8
1134117575	10D0645096	PO1TRWM3	POCFTPW1
1386699353	04D0467983	PO5NRT17	PO24P2A0
1811988009	36D0656493	POXA5C65	PO53B1H4
1891789772	45D0496588	POB8HRG3	PO7MBVQ6
1285705988	45D0508673	PO5G8GQ6	PO277QB5
1457500191	10D0663787	PO53FBE2	PO1EWAR2
1356427892	05D0992242	POK56VP4	PO1DVHE0
1073511762	45D0677423	PONFAND7	POG50QA4
1134152549	05D0706122	PO8RD925	PO3N1765
1811971302	36D0655927	PO684TD2	POU6RMM1
1760482665	45D0508504	POM39WM4	POWR8TA7
1841258639	50D0661530	POT00PF3	POBT83W0
1356390264	05D0683935	POX0FQE6	POJ0CM99
1295754836	34D0240359	PO2D8WT4	POEGPHK5
1295763803	03D0642017	POGC1G17	PO8B5NN2
1508810573	45D0874784	PO6M3523	POGK4QH4
1659304152	21D0665398	POW20Q94	POVUTN01
1598760035	36D2054429	POR5V951	POFCFWM6
1316902414	04D0671752	PO85P9H2	PODQU009
1427181007	05D0606603	POQAUUF7	PO2DK4G7
1992767016	16D0385287	POHDUPE6	PO7BT5U9
1679528889	45D0660613	POX4U2B8	PO4ATQT7
1821091067	05D0666419	PO5DM9E0	POP2M681
1194818138	18D0325173	PO7FQBQ3	PO19CF14
1164455010	21D0665398	PO431DC7	POVUTN01
1730133844	39D0011715	POQBFX75	PO13BDT4
1467782995	21D2001545	POQJ3122	POPKREE3
1902839673	36D0691403	PORBJP80	POQUHFU5
1528010451	46D0522567	PODNK2M8	POA7DPW0
1356332878	02D0640755	PO3BXTN2	PO2K6TN6
1518005966	10D0684283	PO5639U1	POW4VAD6
1942253182	27D0912752	POT15935	PO70R5N0
1962537407	19D1000346	PO05E929	PO367VW5
1689004277	21D2002480	PO5001T0	PO7UWPH7
1265685036	05D0998688	POF5T6V1	POVFK506
1427007848	07D0949769	PO42K2G8	PO0PB9T3
1205959426	05D0642432	POQMX3H6	PO9MJDQ5
1528009412	35D0655613	POUWK3V5	PO9B36W3
1891981742	39D0204404	PO3TWJ09	PON2TJV5
1285644237	44D0306984	POG94QJ4	PO8FUGQ1
1053545095	06D0516408	POP9DXD2	PO5UUN79
1548265739	10D0272783	POJ51WF0	POCHAJ49
1770553182	45D1042882	POKXJNB4	PO7EHUG4
1649255647	42D0249348	POWH5AF9	POXH6M00
1952381477	10D0682919	POTPJHK7	POH5C8Q1
1912165804	01D0641487	POVWBF35	PORPX8W4
1679964613	26D0652233	PODJPC14	PO1TC4A1
1093712374	05D0643619	POXUKGU2	PO86WRJ3
1457306359	29D1017774	PO0488P9	PO2HBVD6
1720031636	46D0660903	POW9WN55	POJQ0QT0
1518912609	50D1102487	PO11V7U0	POF99BF6
1215990700	34D1009875	POM63JP1	PO98AKA9
1083688428	18D0648509	POUABV96	PO40B9B9
1235111071	04D0466155	POC5HK05	POU3R0G5
1104899319	49D0230764	PO8J9NK4	POWBFHD9
1023084340	34D0996909	POF7H6F0	POU3RGE1
1568484582	44D0658995	PO7FBQE3	PO0G86T8
1568682268	19D1000346	PO05E929	PO367VW5
1922001312	45D0921403	POVR4UP2	PO79W2F5
1265430177	45D0709065	POA8WGC4	PO1N4CW1
1487818548	05D1020483	POX7RH38	POPVAHR4
1134187842	26D0444480	POEQJV44	PO8NP531
1467546184	34D0242403	POC7C3T8	POPXJM89
1710951801	36D0336704	PO41NHK7	POKP1594
1104855717	45D0481682	PO6C0MV7	POQUPMA4
1326228057	05D0579200	PO4T7PE2	POPPV789
1013286673	16D0384201	PO4MUXG7	PORRFK97
1194151241	17D0942337	PO9E9XB4	POD13PC5
1134207483	04D0687904	POKARMG2	POVBR7R2
1205896594	26D0652373	POBX5UQ3	PO1GPG38
1790838357	45D0507106	POPEVVQ6	PO3EMMR3
1407865488	36D0338463	PO5TTRR2	PONVD824
1417929100	43D0658878	PODW0TD8	PO2HMNJ4
1154370443	45D0508004	POMDVCE9	PO0D74M6
1225087190	52D0391842	POPTK0T8	POEQUW94
1629118609	14D0430025	PO0WHA35	POWW9XF5
1285672204	21D0696888	PO3XX943	POU11UP7
1922402981	34D2007101	POUP8RH3	PO0P0935
1326015777	06D0644307	POTHC594	POK3T611
1336194893	50D0639231	PO3BUJW6	POVBR2W6
1255324018	05D1012129	POM4W1H6	PO2JN4R9
1518099779	10D0270216	POE2UHE4	PO729XB3
1750661534	37D0956837	PO6QHED3	PO2QG268
1356321715	52D1101784	PO4ETE34	POPDXCR1
1326097833	24D0405788	POMBBQB7	POBNMFD4
1669463014	42D0689473	POG91T58	POTDBRV0
1104801794	21D0979647	PO95F746	POB60NE4
1174947832	17D0450274	POHP6929	PO4E7GW7
1376657551	06D1032158	POVQT3P9	PO6UJJH6
1598750226	28D0456332	POKFFX85	POEGT4F5
1164420568	21D0216863	PO6Q5XC3	POFM0FC9
1851343909	45D0498774	POJ95U49	POJMMGC5
1265442800	05D0615570	POK4K4B6	PO02XV03
1154435840	45D0950289	POF86HM5	POAH4728
1023150182	05D0974660	POKX9TH3	PO6VTCK5
1952348047	02D0640501	POENA1R6	POGE41A6
1124072715	33D0009183	POWBXXT8	PO7UV9M4
1437297892	10D0967443	PO463FK4	PO0HUW95
1033362363	05D0998287	POMKHUM4	POFMM4F1
1134190705	45D1068478	POQM4VD0	POTJQ904
1033540174	50D0630157	PO6U2UJ1	POFH4J49
1407828429	05D0556176	PO8ETPT6	POQK1616
1932244266	03D0053373	POEJ2885	POVNUJU9
1700155587	44D0315226	POBK3C75	POGE2A47
1972523348	33D0654233	PO3G5BD9	PO5GAA99
1861486870	31D0106400	POF77383	POVVJ0N8
1588662084	50D0661429	PO40FK72	PO3GCXE8
1548229552	36D0334767	PO0UD4M6	PO4GUPK2
1578527172	44D0314859	PO1F87K8	PON4M4D2
1285625111	06D0512490	POM7XTN3	POWJVG92
1821009242	45D0668729	POWWVE06	PORAD285
1093953523	05D0591084	POUH1BH5	PO9KEDV0
1396833844	01D0026808	PONJH0C8	PO0NT797
1861413023	05D0957076	POMM2VQ3	PODK3QD1
1144237272	05D0585158	POU6FFV9	POUF3K25
1760583595	37D0713186	POC952C6	POP3JX20
1265478291	27D0409764	PO44HDQ4	POT60E17
1659375673	36D0333249	POTRQAG4	PO3PPFQ6
1700994977	17D0046976	POBNWFJ7	PO8DWPH9
1164526471	03D0532041	POHG8348	PONKB088
1144236571	37D0472533	PO3NK1J0	PO6TU471
1679594287	05D0871830	POE3WFF5	PO0HRKG0
1194903013	37D0472533	POQUB413	PO6TU471
1164526786	45D0505053	PO0GVRE7	POANMRK7
1497805733	03D0980494	POCGVD71	PO9M0N86
1861437139	49D1055056	POEBN3N2	POX29703
1831219484	45D2024561	PO8M2927	PO4XC7U6
1770817678	40D1097944	PO5ED714	POJVE4M9
1447437355	05D1065194	POMF44V7	PO39FCV9
1104166354	05D1099957	PO3FHK78	PON96QX7
1538157086	45D0974323	POJN8869	POUR8489
1902824964	10D0274847	PO4GRAT6	POQT2G92
1891882833	45D0488600	PO2RJ7X8	POXM03F0
1689611501	10D0267231	PO5UCXP6	POC732X9
1033533856	45D2043946	POU3WPQ8	POHMWD98
1972875631	10D0692983	PO385QT4	PO5VJG99
1548205818	46D0522731	PONNUT88	POGV1PD9
1053403220	01D0026356	PORUKM09	PONBFVA8
1346242567	45D0889919	PO0N7Q21	POHW8412
1124098421	29D0540144	PO4C21X0	POWPDTK5
1952347981	52D0677465	POQD4ME7	PO0NABA3
1740645886	34D2084222	PO3EKHB4	POUP8RH3
1750788121	34D2007101	PO1VXVK7	PO0P0935
1235236613	44D0659142	PODUE9V5	POKFNKV2
1407854771	36D0966776	PONWPRM9	PO17TVA9
1144228487	37D0474681	PO2W9429	PO3082J1
1205834769	33D0653618	PONWMAT5	PO6A77U4
1366472326	23D0366712	PO9TVB48	POAPKHE0
1023063914	45D0055499	POPTWC30	POAHGVH4
1265445506	44D0658987	POPM9RJ6	POVXEK74
1942316161	03D1095734	POVT13V1	POGH3262
1164654430	34D1102162	POTJN2N9	PO6DWRD3
1205872041	39D0903558	PON2TJV5	PO3TWJ09
1619040284	39D0938116	POBXJBM7	PO7373N7
1700960440	33D0156362	PO5C5E47	POQ45ND1
1780634279	36D0336123	PO6K63F6	PO71AVG0
1548480866	50D0637130	PO7DERD0	POMF45X8
1922383553	10D0024302	POE4U228	PO52F192
1306263983	45D1081661	PO1THHD7	POXEHMP4
1477568145	03D1049427	POVT13V1	POB799F2
1922032424	10D0271186	POPR5TG9	POU4D594
1457382483	42D0253490	POPPX6U0	PO2CH6P5
1043270564	11D0264045	PONRJHU5	POPRGU92
1053373480	50D0638412	PO98XV16	PO3C6Q28
1093099558	45D1051736	POFVPP37	POAUJG40
1780747097	26D0445616	PO21X931	PO9UX458
1548308067	46D0523887	PO02QGE8	PO62VRA0
1881877835	19D0464454	PO09MXN7	POH98FN4
1205999067	33D0653970	POPU8VJ0	POVKWMA6
1073669867	05D0686290	POKGVKJ2	PO3BECV6
1336419621	36D1101587	POD79MR1	POD31MF8
1023083854	51D0952340	POT5G4R8	PO175UR0
1649326687	53D0520182	POMJ8WP4	POAQ4029
1699841221	45D0937631	POPHDEV0	POA69RR0
1396971123	06D1078557	PO98PWM7	POR56P17
1477893626	44D0949538	POVHDMB2	POX68G49
1568460772	43D0658878	PO678G87	PO2HMNJ4
1619974219	05D0609154	POK87X79	PO64TE81
1629346416	11D1067271	PO9287W3	POQHGTP3
1043298474	17D0452625	POCENFM9	POQQP7F5
1558313213	51D0233640	POPP5N14	POT7V5X6
1912908567	11D0665323	POQ38MJ9	POPN9331
1417046137	04D0890576	PORE2MV4	POVVDP34
1821135963	18D0322759	POTHHR04	POCCP6G5
1003858408	30D0652858	PO80PWE4	PO1782T4
1508066283	19D0648802	PO8M4MH0	POFWRNP7
1326078288	10D0025103	PO95MGW1	POH9UN75
1730151317	45D1066386	PONX08R7	PO6W0775
1508192741	15D0928355	POCJGJ49	POTXR8D5
1356358394	10D0267611	PO8GHM65	PO1T40R9
1255304689	10D0682918	POH91K06	POH5C8Q1
1558450601	05D0938572	POBD9UJ5	POVX9EF1
1427069632	14D0422269	PO4DP153	PO4DFGN2
1518911338	18D0648525	PO310625	POKEHEB5
1386662336	21D1040389	PO2KW590	POK42XC2
1508843566	34D0243595	POJWPJG5	POB4WXK1
1952390643	01D0665335	POF2UVB0	POJ8H0X2
1144234527	25D1060031	POE78G85	POC7E037
1568783454	05D0541033	POEE6D44	PO8K4AP9
1144283912	33D1020119	POGGRPD3	POE5MXE0
1538597745	31D0105780	POBQ0R05	POX11DM1
1912301979	34D2042736	POJJW3W2	PO2NC7K5
1326088139	34D0655295	PO19E8X7	PO8J4CD5
1952306672	45D0939562	PO082J31	PO4TBBG0
1548579212	33D0166447	POX1XRC6	POA8NKG5
1467492975	51D0235176	PO7X2412	POHHDVG1
1598755324	33D0653783	PO7670U7	PO9PRUK9
1114161601	01D0641723	PO3RTNF4	POWPB6H7
1396946208	10D0280714	POGMBW41	POQB8ND5
1194705194	36D0924810	POPCXMT8	PO7V98U5
1417988833	46D0662421	PO7X1323	POUVHTJ6
1093787657	11D0982593	POD5NA11	POUJT8Q6
1659360196	17D0453211	PO3FCXF9	POPGKUV5
1003829797	05D2031413	POUW0VP1	POCKD3A3
1366759557	50D1058430	PO499246	POPF73M0
1215003348	10D1063596	POHD06D5	PO014HR3
1841233780	05D0665463	PO7M8R78	POTKQW53
1194840421	05D0642663	PO1M1X36	POQ8JDJ1
1366515488	26D0443323	PO358J43	PO0KGQT7
1477530483	50D1022471	PO0TTXK7	PO6U2UJ1
1053490631	45D0710307	POND29X4	POXMV2K5
1720029333	16D0386985	POB5C333	PO5NFF15
1477519056	45D1102394	POC2D5P3	POR52NV8
1831189638	29D0932923	PO3195R8	PO6JKUT7
1386026631	26D0045374	PO8ND7R5	PO694KE7
1811954191	10D0665280	PON8ABB5	PO2620C1
1417959750	23D0038098	PO0P66U2	POJ6JNK5
1184621161	36D0348417	POVNJPA4	PONXHN87
1982610721	22D0650361	PO22WW26	PO4F2UQ7
1154376085	45D0478993	POH710H3	POTM83E6
1548312200	10D0869408	POU1RPD6	POKPMJJ9
1104974518	26D0666026	POM4WFJ8	POD9X5B8
1649375189	50D0936414	POTA5AF6	POP1J3N9
1952639577	05D0549477	POR47T34	PO3A87X7
1396946208	10D0976961	POGMBW41	POQB8ND5
1851621593	45D0491593	PO2J2AX6	POUJ4KA4
1972612828	02D1037431	POBV2H72	POGE41A6
1770707002	02D0959385	POX5N4T3	POFQNWB3
1568454494	05D0553364	PO1BJT83	PO9M65U5
1568416311	23D0376741	PO425PC2	POX2C275
1942253182	27D0690353	POT15935	POCMUW37
1801109673	05D2015387	POXTJCU8	PO895P78
1063547388	18D0326638	POB9HPB0	POQJQPV2
1114971660	05D0575378	POAV6CJ1	POPVM885
1598760035	36D0698030	POR5V951	POCHQ366
1245216183	36D0656277	POKW0A22	POU8WWF2
1578581104	44D0975929	POR71F85	PO5BJMD9
1588907760	22D0075531	PORN9VN6	POKFVPR6
