PROCEDURE_CODE	Q12012	Q12013	Q12014	Q12015	Q12016	Q22012	Q22013	Q22014	Q22015	Q22016	Q32012	Q32013	Q32014	Q32015	Q32016	Q42012	Q42013	Q42014	Q42015	Q42016
L0490	0	0	13	3	0	0	0	3	5	0	0	2	5	0	0	0	3	10	0	0
L0491	0	0	10	12	0	0	0	27	5	0	0	23	21	0	0	0	16	9	0	0
L0631	36508	35237	16416	7779	0	38179	36990	13260	7460	0	41384	33942	11271	0	0	43780	32105	9351	0	0
L0633	0	0	195	147	0	0	0	223	141	0	0	265	224	0	0	0	276	186	0	0
L0636	0	0	38	18	0	0	0	45	20	0	0	86	31	0	0	0	90	31	0	0
L0637	19826	24355	18774	11506	0	21875	25806	17384	11064	0	22813	25440	15480	0	0	23722	24527	13196	0	0
L0639	0	0	164	130	0	0	0	151	123	0	0	197	171	0	0	0	160	162	0	0
L0640	0	0	120	103	0	0	0	113	100	0	0	119	130	0	0	0	103	128	0	0
L0642	0	0	13101	8885	0	0	0	15464	9826	0	0	0	17118	0	0	0	2	15188	0	0
L0651	0	0	47	10	0	0	0	58	14	0	0	0	28	0	0	0	0	39	0	0
L0700	0	0	5	5	0	0	0	8	3	0	0	3	2	0	0	0	4	8	0	0
L0710	0	0	10	13	0	0	0	12	10	0	0	19	17	0	0	0	11	13	0	0
L0810	0	0	5	2	0	0	0	7	1	0	0	4	3	0	0	0	7	3	0	0
L0861	0	0	3	0	0	0	0	5	1	0	0	5	10	0	0	0	4	0	0	0
L0970	0	0	12	9	0	0	0	7	7	0	0	21	15	0	0	0	10	13	0	0
L0980	0	0	1	2	0	0	0	0	0	0	0	1	5	0	0	0	1	2	0	0
L0984	0	0	86	79	0	0	0	103	73	0	0	97	102	0	0	0	91	92	0	0
L1025	0	0	1	0	0	0	0	8	1	0	0	0	4	0	0	0	1	0	0	0
L1040	0	0	14	5	0	0	0	19	11	0	0	14	12	0	0	0	11	16	0	0
L1060	0	0	6	4	0	0	0	4	4	0	0	6	6	0	0	0	4	6	0	0
L1070	0	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	2	1	0	0
L1090	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0
L1240	0	0	30	28	0	0	0	45	24	0	0	40	48	0	0	0	45	42	0	0
L1310	0	0	0	1	0	0	0	1	0	0	0	2	3	0	0	0	1	1	0	0
L1610	0	0	20	5	0	0	0	10	3	0	0	8	7	0	0	0	17	8	0	0
L1620	0	0	0	0	0	0	0	5	2	0	0	3	2	0	0	0	2	1	0	0
L1640	0	0	7	1	0	0	0	2	1	0	0	5	3	0	0	0	0	1	0	0
L1680	0	0	12	5	0	0	0	18	10	0	0	13	8	0	0	0	16	11	0	0
L1685	0	0	20	9	0	0	0	16	16	0	0	28	16	0	0	0	14	20	0	0
L1690	0	0	4	5	0	0	0	8	4	0	0	4	7	0	0	0	5	6	0	0
L1810	13480	12629	12065	8802	0	15439	14295	12569	9087	0	14661	14269	12158	0	0	13804	14121	10750	0	0
L1834	0	0	10	16	0	0	0	40	4	0	0	12	22	0	0	0	14	22	0	0
L1836	0	0	86	63	0	0	0	106	70	0	0	99	81	0	0	0	88	87	0	0
L1843	4056	6840	9197	6007	0	5632	8594	9460	5375	0	6323	8735	10055	0	0	6527	9644	7820	0	0
L1845	4391	5826	4526	3255	0	5685	6659	5457	3646	0	5470	6640	5269	0	0	5715	6278	3870	0	0
L1847	0	0	13	5	0	0	0	15	12	0	0	27	13	0	0	0	15	13	0	0
L1860	0	0	1	1	0	0	0	2	3	0	0	1	4	0	0	0	3	2	0	0
L1920	0	0	35	22	0	0	0	52	31	0	0	49	35	0	0	0	48	33	0	0
L2000	0	0	6	4	0	0	0	9	7	0	0	10	13	0	0	0	10	4	0	0
L2030	0	0	17	13	0	0	0	22	17	0	0	25	13	0	0	0	22	25	0	0
L2060	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0
L2080	0	0	3	2	0	0	0	4	1	0	0	1	2	0	0	0	5	2	0	0
L2132	0	0	0	1	0	0	0	3	1	0	0	2	1	0	0	0	2	6	0	0
L2134	0	0	6	3	0	0	0	3	5	0	0	3	2	0	0	0	2	9	0	0
E0291	0	0	3	3	0	0	0	8	3	0	0	2	7	0	0	1	3	3	0	0
E0316	0	20	10	2	0	0	16	16	0	0	0	16	6	0	0	20	18	4	0	0
E0472	0	88	62	44	0	0	72	48	32	0	0	79	52	0	0	73	61	48	0	0
E0652	1598	1500	560	517	0	1600	1674	700	589	0	1563	750	679	0	0	1639	786	714	0	0
E0666	134	144	153	92	0	215	164	154	89	0	230	221	147	0	0	195	114	136	0	0
E2204	0	148	358	90	0	0	185	233	77	0	0	217	209	0	0	139	286	113	0	0
E2364	0	28	58	20	0	0	24	33	10	0	0	24	46	0	0	13	58	68	0	0
E2365	45385	30931	17566	14524	0	49412	27745	21933	16790	0	45668	23457	22596	0	0	38243	18858	17314	0	0
E2366	8295	7886	7007	5649	0	8932	7793	8600	6573	0	9092	7459	9447	0	0	8763	6414	7088	0	0
E2371	0	14	13	2	0	0	17	9	11	0	0	13	12	0	0	22	7	5	0	0
E2381	0	950	712	414	0	0	1082	1015	581	0	0	1246	1038	0	0	1191	1037	549	0	0
E2383	0	243	185	151	0	0	232	202	137	0	0	258	202	0	0	296	268	226	0	0
E2384	0	521	512	415	0	0	574	603	347	0	0	655	536	0	0	555	629	432	0	0
E2391	0	1315	925	672	0	0	1103	1132	806	0	0	1305	1237	0	0	1462	1146	964	0	0
E2395	0	1824	2427	1838	0	0	2057	2898	2400	0	0	2264	3252	0	0	2108	2120	2570	0	0
E2606	0	53	56	57	0	0	50	52	43	0	0	50	61	0	0	92	64	64	0	0
L2136	0	0	29	22	0	0	0	23	19	0	0	12	33	0	0	0	13	37	0	0
L2184	0	0	12	10	0	0	0	4	9	0	0	7	9	0	0	0	9	15	0	0
L2186	0	0	25	20	0	0	0	13	21	0	0	20	24	0	0	0	34	30	0	0
L2192	0	0	9	8	0	0	0	7	4	0	0	8	10	0	0	0	11	10	0	0
L2320	0	0	122	126	0	0	0	150	137	0	0	200	151	0	0	0	177	183	0	0
L2335	0	0	63	50	0	0	0	57	63	0	0	54	107	0	0	0	33	85	0	0
L2360	0	0	756	638	0	0	0	858	718	0	0	871	873	0	0	0	855	859	0	0
L2370	0	0	37	31	0	0	0	57	27	0	0	61	54	0	0	0	71	44	0	0
L2380	0	0	20	10	0	0	0	18	12	0	0	21	22	0	0	0	14	13	0	0
L2526	0	0	11	5	0	0	0	13	11	0	0	16	15	0	0	0	12	13	0	0
L2540	0	0	35	32	0	0	0	34	23	0	0	31	42	0	0	0	25	28	0	0
L2580	0	0	1	0	0	0	0	1	1	0	0	1	0	0	0	0	0	3	0	0
L2600	0	0	6	3	0	0	0	7	3	0	0	11	5	0	0	0	14	5	0	0
L2622	0	0	31	34	0	0	0	40	30	0	0	39	49	0	0	0	33	32	0	0
L2630	0	0	14	8	0	0	0	13	9	0	0	11	13	0	0	0	27	16	0	0
L2640	0	0	14	13	0	0	0	19	5	0	0	34	12	0	0	0	17	17	0	0
L2660	0	0	1	2	0	0	0	1	0	0	0	7	5	0	0	0	5	8	0	0
L2680	0	0	6	8	0	0	0	7	1	0	0	2	6	0	0	0	2	8	0	0
L3001	0	0	136	125	0	0	0	297	185	0	0	203	257	0	0	0	242	171	0	0
L3160	0	0	2	1	0	0	0	5	1	0	0	7	3	0	0	0	0	5	0	0
L3203	0	0	0	0	0	0	0	5	2	0	0	3	4	0	0	0	2	6	0	0
L3207	0	0	1	2	0	0	0	0	0	0	0	0	2	0	0	0	0	4	0	0
L3209	0	0	1	1	0	0	0	4	2	0	0	0	3	0	0	0	0	1	0	0
L3211	0	0	14	3	0	0	0	20	10	0	0	14	36	0	0	0	22	3	0	0
L3250	0	0	33	41	0	0	0	37	37	0	0	28	60	0	0	0	42	71	0	0
L3253	0	0	23	13	0	0	0	25	20	0	0	32	26	0	0	0	23	22	0	0
L3254	0	0	140	115	0	0	0	226	211	0	0	246	199	0	0	0	242	210	0	0
L3340	0	0	65	15	0	0	0	55	30	0	0	74	30	0	0	0	93	29	0	0
L3380	0	0	11	7	0	0	0	11	15	0	0	8	19	0	0	0	11	12	0	0
L3410	0	0	111	124	0	0	0	134	106	0	0	122	166	0	0	0	150	144	0	0
L3430	0	0	64	62	0	0	0	80	59	0	0	80	130	0	0	0	84	88	0	0
L3450	0	0	66	58	0	0	0	88	93	0	0	58	129	0	0	0	76	90	0	0
L3455	0	0	5	2	0	0	0	3	5	0	0	6	7	0	0	0	1	5	0	0
L3550	0	0	23	26	0	0	0	35	35	0	0	35	42	0	0	0	46	35	0	0
L3560	0	0	11	12	0	0	0	30	11	0	0	11	16	0	0	0	21	17	0	0
L3570	0	0	8	1	0	0	0	2	1	0	0	6	6	0	0	0	5	4	0	0
L3765	0	0	25	25	0	0	0	34	23	0	0	16	36	0	0	0	30	31	0	0
L3904	0	0	2	0	0	0	0	0	2	0	0	0	2	0	0	0	0	2	0	0
L3911	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
L3936	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
L3954	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0
L3962	0	0	40	40	0	0	0	43	37	0	0	55	52	0	0	0	62	50	0	0
L3975	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0
L3978	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0
L4000	0	0	0	0	0	0	0	2	1	0	0	0	2	0	0	0	0	1	0	0
L4020	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	3	1	0	0
L4050	0	0	9	7	0	0	0	4	8	0	0	13	7	0	0	0	7	12	0	0
L4070	0	0	47	30	0	0	0	37	36	0	0	40	43	0	0	0	47	45	0	0
L4130	0	0	5	3	0	0	0	3	3	0	0	2	5	0	0	0	3	3	0	0
E2614	0	38	38	32	0	0	31	38	36	0	0	35	47	0	0	61	34	38	0	0
K0004	176635	159760	114240	61073	0	170357	153718	94551	53791	0	166020	144701	78824	0	0	160558	129815	67619	0	0
K0052	0	3048	3025	3423	0	0	2774	4129	2568	0	0	3080	4710	0	0	2652	2874	3699	0	0
K0813	0	106	45	19	0	0	88	42	18	0	0	70	25	0	0	130	45	28	0	0
K0814	0	1288	696	140	0	0	1127	544	111	0	0	1012	380	0	0	1383	867	203	0	0
K0815	0	71	206	221	0	0	101	263	184	0	0	121	278	0	0	91	157	274	0	0
L5100	0	0	74	35	0	0	0	52	49	0	0	62	58	0	0	0	58	49	0	0
L5220	0	0	14	10	0	0	0	16	11	0	0	21	21	0	0	0	24	17	0	0
L5230	0	0	3	4	0	0	0	2	3	0	0	2	4	0	0	0	2	8	0	0
L5331	0	0	23	19	0	0	0	30	19	0	0	24	17	0	0	0	27	31	0	0
L5410	0	0	22	8	0	0	0	23	12	0	0	29	22	0	0	0	19	16	0	0
L5460	0	0	9	3	0	0	0	11	5	0	0	8	4	0	0	0	9	14	0	0
L5500	0	0	16	4	0	0	0	6	4	0	0	7	6	0	0	0	1	10	0	0
L5560	0	0	4	1	0	0	0	0	4	0	0	0	3	0	0	0	3	4	0	0
L5585	0	0	10	6	0	0	0	12	5	0	0	8	10	0	0	0	7	8	0	0
L5600	0	0	6	2	0	0	0	8	1	0	0	3	2	0	0	0	2	3	0	0
L5610	0	0	3	2	0	0	0	2	1	0	0	0	2	0	0	0	2	2	0	0
L5613	0	0	7	6	0	0	0	13	10	0	0	26	16	0	0	0	15	9	0	0
L5614	0	0	3	1	0	0	0	2	1	0	0	1	1	0	0	0	6	4	0	0
L5617	0	0	44	32	0	0	0	35	35	0	0	59	35	0	0	0	40	49	0	0
L5618	0	0	112	101	0	0	0	132	115	0	0	151	124	0	0	0	125	146	0	0
L5630	0	0	27	14	0	0	0	28	20	0	0	41	27	0	0	0	28	35	0	0
L5636	0	0	25	25	0	0	0	32	33	0	0	44	41	0	0	0	37	44	0	0
L5642	0	0	2	0	0	0	0	0	0	0	0	2	1	0	0	0	1	0	0	0
L5656	0	0	10	6	0	0	0	13	14	0	0	12	17	0	0	0	14	12	0	0
L5666	0	0	118	110	0	0	0	151	112	0	0	154	157	0	0	0	125	134	0	0
L5682	0	0	33	23	0	0	0	41	30	0	0	36	32	0	0	0	41	38	0	0
L5690	0	0	37	30	0	0	0	36	46	0	0	34	52	0	0	0	34	43	0	0
L5694	0	0	90	86	0	0	0	107	107	0	0	130	121	0	0	0	108	125	0	0
L5696	0	0	45	29	0	0	0	38	28	0	0	57	46	0	0	0	42	40	0	0
L5697	0	0	31	27	0	0	0	35	24	0	0	59	43	0	0	0	38	33	0	0
L5703	0	0	8	2	0	0	0	3	5	0	0	8	10	0	0	0	6	11	0	0
L5706	0	0	15	15	0	0	0	18	8	0	0	12	24	0	0	0	24	13	0	0
L5707	0	0	19	19	0	0	0	28	15	0	0	21	25	0	0	0	20	28	0	0
L5712	0	0	23	14	0	0	0	30	19	0	0	18	20	0	0	0	15	24	0	0
L5716	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
L5718	0	0	0	1	0	0	0	3	0	0	0	0	1	0	0	0	1	2	0	0
L5724	0	0	2	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0
L5780	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
L5785	0	0	158	136	0	0	0	161	113	0	0	164	158	0	0	0	116	165	0	0
L5810	0	0	85	61	0	0	0	77	63	0	0	80	84	0	0	0	95	89	0	0
L5822	0	0	64	37	0	0	0	52	42	0	0	51	59	0	0	0	56	60	0	0
L5826	0	0	7	5	0	0	0	20	18	0	0	14	17	0	0	0	14	12	0	0
L5855	0	0	24	19	0	0	0	23	17	0	0	18	17	0	0	0	22	29	0	0
L5857	0	0	6	1	0	0	0	10	1	0	0	4	4	0	0	0	4	3	0	0
L5970	0	0	96	101	0	0	0	84	89	0	0	79	125	0	0	0	113	129	0	0
L5976	0	0	230	173	0	0	0	258	181	0	0	266	241	0	0	0	259	222	0	0
L5982	0	0	10	6	0	0	0	26	14	0	0	25	19	0	0	0	10	19	0	0
L5990	0	0	42	33	0	0	0	68	40	0	0	45	48	0	0	0	51	48	0	0
L6000	3	1	3	5	0	11	6	3	1	0	7	3	6	0	0	4	5	6	0	0
L6020	3	3	2	0	0	1	0	1	2	0	2	0	11	0	0	0	3	3	0	0
L6025	1	3	4	0	0	1	0	6	0	0	0	5	1	0	0	2	4	1	0	0
L6120	0	0	5	0	0	0	0	0	1	0	0	0	3	0	0	0	4	3	0	0
L6200	0	0	0	2	0	0	0	2	2	0	0	2	2	0	0	0	5	4	0	0
L6300	0	0	1	1	0	0	0	2	3	0	0	2	1	0	0	0	0	4	0	0
L6350	0	0	2	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
L6400	0	0	6	6	0	0	0	9	4	0	0	6	3	0	0	0	5	10	0	0
L6450	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	1	0	0	0
L6550	0	0	2	1	0	0	0	2	0	0	0	1	1	0	0	0	3	2	0	0
L6570	0	0	1	1	0	0	0	1	0	0	0	1	0	0	0	0	1	3	0	0
L6584	0	0	1	0	0	0	0	1	2	0	0	0	4	0	0	0	0	0	0	0
L6623	0	0	5	1	0	0	0	3	2	0	0	6	5	0	0	0	7	3	0	0
L6624	0	0	17	4	0	0	0	10	4	0	0	8	12	0	0	0	13	12	0	0
L6625	0	0	1	0	0	0	0	1	1	0	0	3	2	0	0	0	0	4	0	0
L6630	0	0	30	22	0	0	0	33	18	0	0	25	27	0	0	0	32	25	0	0
L6637	0	0	1	0	0	0	0	7	3	0	0	3	3	0	0	0	4	3	0	0
L6640	0	0	0	0	0	0	0	5	0	0	0	0	1	0	0	0	0	0	0	0
L6645	0	0	2	1	0	0	0	3	1	0	0	5	2	0	0	0	3	7	0	0
L6676	0	0	17	14	0	0	0	23	23	0	0	19	26	0	0	0	38	21	0	0
L6690	0	0	7	2	0	0	0	7	3	0	0	3	3	0	0	0	4	5	0	0
L6692	0	0	25	17	0	0	0	40	15	0	0	30	22	0	0	0	27	24	0	0
L6693	0	0	10	6	0	0	0	15	14	0	0	16	20	0	0	0	11	14	0	0
L6694	0	0	37	28	0	0	0	41	29	0	0	34	47	0	0	0	30	35	0	0
L6696	0	0	13	9	0	0	0	15	14	0	0	15	23	0	0	0	13	17	0	0
L6698	0	0	37	21	0	0	0	48	36	0	0	27	45	0	0	0	25	35	0	0
L6704	15	12	20	11	0	29	29	15	7	0	16	17	18	0	0	23	13	12	0	0
L6708	22	18	15	11	0	30	21	23	11	0	28	15	17	0	0	20	14	27	0	0
L6713	0	0	1	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0
L6715	2	2	2	3	0	4	2	5	6	0	2	3	9	0	0	1	3	3	0	0
L6805	0	0	3	3	0	0	0	2	2	0	0	2	5	0	0	0	4	2	0	0
L6810	0	0	1	3	0	0	0	2	1	0	0	2	3	0	0	0	3	3	0	0
L6882	0	0	66	48	0	0	0	89	81	0	0	84	87	0	0	0	91	76	0	0
L6885	0	0	1	1	0	0	0	0	2	0	0	0	3	0	0	0	0	1	0	0
L6890	0	0	120	96	0	0	0	154	120	0	0	136	130	0	0	0	144	147	0	0
L6900	0	0	4	1	0	0	0	3	2	0	0	1	4	0	0	0	6	2	0	0
L6905	0	0	6	1	0	0	0	2	2	0	0	1	7	0	0	0	2	0	0	0
L6915	0	0	1	0	0	0	0	0	0	0	0	2	1	0	0	0	1	2	0	0
L6925	0	0	1	0	0	0	0	4	5	0	0	8	4	0	0	0	4	7	0	0
L6930	0	0	2	0	0	0	0	0	1	0	0	2	3	0	0	0	1	0	0	0
L6945	0	0	2	0	0	0	0	2	1	0	0	0	2	0	0	0	2	2	0	0
L6950	0	0	2	0	0	0	0	3	0	0	0	2	1	0	0	0	2	3	0	0
L6955	0	0	12	8	0	0	0	13	11	0	0	9	17	0	0	0	14	10	0	0
L6975	0	0	1	0	0	0	0	0	1	0	0	0	3	0	0	0	1	1	0	0
L7007	48	51	32	20	0	46	45	29	31	0	45	41	30	0	0	58	46	41	0	0
L7180	0	0	1	4	0	0	0	7	4	0	0	3	7	0	0	0	6	4	0	0
L7260	0	0	8	0	0	0	0	4	0	0	0	7	11	0	0	0	8	10	0	0
L7261	0	0	13	0	0	0	0	20	0	0	0	19	14	0	0	0	14	5	0	0
L7360	0	0	2	0	0	0	0	5	1	0	0	9	2	0	0	0	7	4	0	0
L7499	0	0	113	75	0	0	0	133	76	0	0	117	119	0	0	0	131	94	0	0
L7600	0	0	33	21	0	0	0	32	43	0	0	43	44	0	0	0	38	45	0	0
L7900	0	0	13334	3648	0	0	0	14798	3809	0	0	14371	8961	0	0	0	14030	5303	0	0
L8000	0	0	38889	38039	0	0	0	59501	58190	0	0	62794	60800	0	0	0	70396	67940	0	0
L8001	0	0	395	370	0	0	0	470	421	0	0	636	518	0	0	0	694	694	0	0
L8002	0	0	178	183	0	0	0	207	229	0	0	270	219	0	0	0	278	329	0	0
L8020	0	0	4110	3559	0	0	0	6282	5722	0	0	6496	5768	0	0	0	6822	6083	0	0
L8030	0	0	16345	15762	0	0	0	24884	24378	0	0	26250	25590	0	0	0	28244	27042	0	0
L8031	0	0	21	11	0	0	0	20	31	0	0	40	25	0	0	0	30	31	0	0
L8032	0	0	231	153	0	0	0	277	230	0	0	288	255	0	0	0	382	265	0	0
L8035	0	0	11	16	0	0	0	41	25	0	0	18	34	0	0	0	41	31	0	0
L8039	0	0	12	13	0	0	0	15	13	0	0	24	19	0	0	0	42	16	0	0
L8041	0	0	6	2	0	0	0	6	5	0	0	10	9	0	0	0	5	9	0	0
L8044	0	0	6	0	0	0	0	8	3	0	0	4	2	0	0	0	5	3	0	0
L8047	0	0	1	0	0	0	0	0	2	0	0	2	1	0	0	0	1	2	0	0
L8220	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0
L8320	0	0	4	4	0	0	0	5	0	0	0	3	4	0	0	0	2	2	0	0
L8435	0	0	70	54	0	0	0	69	45	0	0	82	66	0	0	0	81	69	0	0
L8499	0	0	298	242	0	0	0	318	273	0	0	421	360	0	0	0	436	364	0	0
L8505	0	0	50	43	0	0	0	57	52	0	0	88	73	0	0	0	77	71	0	0
L8509	0	0	24	61	0	0	0	11	37	0	0	18	102	0	0	0	29	98	0	0
L8621	0	0	1	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0
L8624	0	0	2	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0
L8642	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
L8680	0	0	20	0	0	0	0	54	0	0	0	4	3	0	0	0	2	2	0	0
Q4005	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0
Q4050	32	4	0	7	0	12	4	4	0	0	6	11	6	0	0	4	0	10	0	0
T4521	0	0	0	2	0	0	0	2	0	0	1	1	3	0	0	0	0	1	0	0
