PROCEDURE_CODE	Q12012	Q22012	Q32012	Q42012	Q12013	Q22013	Q32013	Q42013	Q12014	Q22014	Q32014	Q42014
A4256	1115736	1113214	1098443	0	0	0	0	0	0	0	0	0
E2374	5187	5814	6069	0	0	0	0	0	0	0	0	0
L3906	0	0	0	0	0	0	3174	3267	4363	3889	3685	3695
L0220	0	0	0	0	0	0	246	244	239	235	188	117
A4424	6770	6807	7141	7391	6877	7228	7634	7754	7334	7755	8076	8138
L4070	0	0	0	0	0	0	40	47	47	37	43	45
L5692	0	0	0	0	0	0	45	37	43	50	34	33
L6624	0	0	0	0	0	0	8	13	17	10	12	12
A7039	165514	170953	165006	173488	167585	179799	165740	184737	172204	190847	192771	196250
L2500	0	0	0	0	0	0	16	11	6	12	9	10
A4253	3415047	3400337	3349524	0	0	0	0	0	0	0	0	0
A6248	10460	9545	9261	9070	9463	10176	10653	10308	10850	11117	10290	9212
L6250	0	0	0	0	0	0	19	18	11	17	13	20
E0251	0	0	0	241	131	122	125	137	169	183	202	203
L1843	4056	5632	6323	6527	6840	8594	8735	9644	9197	9460	10055	7820
L2037	0	0	0	0	0	0	36	48	34	33	39	31
L6695	0	0	0	0	0	0	22	23	12	7	15	14
L3977	0	0	0	0	0	0	1	0	2	1	1	0
T4526	0	0	0	3	6	8	4	3	19	4	3	3
E0666	134	215	230	195	144	164	221	114	153	154	147	136
L3222	0	0	0	0	0	0	101	142	107	136	138	166
L5622	0	0	0	0	0	0	60	63	43	58	73	62
E0193	0	0	0	163	166	155	160	155	153	152	186	173
L2070	0	0	0	0	0	0	5	2	5	4	3	1
L5210	0	0	0	0	0	0	19	17	26	27	22	32
L6300	0	0	0	0	0	0	2	0	1	2	1	4
L2360	0	0	0	0	0	0	871	855	756	858	873	859
L2850	0	0	0	0	0	0	180	160	168	164	156	166
L5646	0	0	0	0	0	0	48	34	48	48	43	36
L8042	0	0	0	0	0	0	25	19	22	25	21	17
L4130	0	0	0	0	0	0	2	3	5	3	5	3
A6539	467	493	478	613	483	511	524	574	451	494	492	630
A6011	538	430	406	348	295	357	391	402	443	315	356	345
L6880	19	15	9	16	16	22	34	31	23	39	24	27
L0464	0	0	0	0	0	0	657	741	877	834	874	880
L3470	0	0	0	0	0	0	6	1	4	3	6	7
L1000	0	0	0	0	0	0	1	0	1	0	0	0
L3253	0	0	0	0	0	0	32	23	23	25	26	22
L3440	0	0	0	0	0	0	27	45	43	82	47	32
L3917	0	0	0	0	0	0	217	227	210	191	190	164
L5966	0	0	0	0	0	0	17	10	7	9	12	7
L6805	0	0	0	0	0	0	2	4	3	2	5	2
A6239	2	3	2	6	2	5	5	3	1	0	3	0
L5668	0	0	0	0	0	0	1778	1770	1510	1790	1735	1699
L7181	0	0	0	0	0	0	3	3	7	3	7	3
L5624	0	0	0	0	0	0	3181	3248	2980	3340	3230	3425
L6692	0	0	0	0	0	0	30	27	25	40	22	24
B4154	75205	70770	64274	61462	61664	57726	56095	52893	53271	50924	50514	47402
L3649	0	0	0	0	0	0	561	458	409	430	375	357
L6450	0	0	0	0	0	0	2	1	0	0	1	0
A4358	58813	58497	58861	58746	57521	57802	57143	55389	54098	53569	53612	52062
L3671	0	0	0	0	0	0	119	122	171	112	105	124
E0372	0	0	0	359	285	278	375	508	752	779	705	624
E2211	0	0	0	1762	1652	1590	1769	1869	1927	1879	2027	1870
A6212	57257	51710	47433	0	0	0	0	0	0	0	0	0
L5580	0	0	0	0	0	0	125	117	102	97	90	94
E2621	0	0	0	105	89	59	132	150	115	154	161	150
L3450	0	0	0	0	0	0	58	76	66	88	129	90
L6895	0	0	0	0	0	0	55	37	41	50	31	56
L6010	0	3	3	2	3	0	3	1	4	2	2	3
L5634	0	0	0	0	0	0	40	42	44	42	36	28
L3360	0	0	0	0	0	0	91	102	91	100	91	115
L8041	0	0	0	0	0	0	10	5	6	6	9	9
E2391	0	0	0	1462	1315	1103	1305	1146	925	1132	1237	964
E2602	0	0	0	1359	1368	1420	1268	1341	1360	1437	1431	1326
L3252	0	0	0	0	0	0	35	50	38	62	42	35
L1660	0	0	0	0	0	0	5	1	4	2	1	3
L8600	0	0	0	0	0	0	0	0	0	1	0	0
L5976	0	0	0	0	0	0	266	259	230	258	241	222
L1945	0	0	0	0	0	0	333	310	302	305	373	362
L6682	0	0	0	0	0	0	45	61	34	60	47	47
L5280	0	0	0	0	0	0	0	0	1	1	0	0
L4397	0	0	0	0	0	0	0	2	538	1188	2018	2199
L3999	0	0	0	0	0	0	476	487	537	641	566	508
L5678	0	0	0	0	0	0	58	76	77	85	68	58
L5600	0	0	0	0	0	0	3	2	6	8	2	3
E0665	28	31	21	21	25	35	24	21	28	29	17	25
L2640	0	0	0	0	0	0	34	17	14	19	12	17
L0112	0	0	0	0	0	0	4	2	7	6	1	2
Q4045	3	1	0	1	0	0	0	0	0	5	0	0
E0950	0	0	0	1288	1233	1282	1187	1179	1236	1134	1153	1091
L3984	0	0	0	0	0	0	1570	1535	1856	1810	1871	1819
L0484	0	0	0	0	0	0	78	58	59	56	50	62
L5301	4928	5318	5133	4860	4151	4644	4717	4915	4174	5020	5064	5040
A6231	5079	4801	4376	3999	4078	4383	4838	4293	4522	4353	3722	3173
L5987	0	0	0	0	0	0	968	955	812	1050	1029	1067
L8320	0	0	0	0	0	0	3	2	4	5	4	2
L5848	0	0	0	0	0	0	475	515	419	518	463	535
Q4009	1	1	2	0	0	1	1	0	0	0	0	0
L3050	0	0	0	0	0	0	504	449	408	393	469	385
E0935	51817	47466	44929	24450	25086	22082	21780	23851	23709	21462	20601	20039
L8512	0	0	0	0	0	0	12	15	17	14	16	19
E0672	21	28	21	26	34	22	28	14	19	13	8	9
E0602	1	0	0	0	1	2	5	4	4	2	0	4
A6233	15	22	18	21	20	143	73	26	18	16	17	25
L6025	1	1	0	2	3	0	5	4	4	6	1	1
L5060	0	0	0	0	0	0	1	1	0	2	1	0
L5828	0	0	0	0	0	0	524	587	501	613	542	597
A6232	39	50	58	56	42	46	52	62	68	89	51	53
L3766	0	0	0	0	0	0	75	93	74	81	81	98
L6120	0	0	0	0	0	0	0	4	5	0	3	3
E2396	0	0	0	930	786	847	869	757	928	1089	992	888
A6204	482	391	455	387	491	529	459	395	430	388	428	438
E1016	0	0	0	276	251	158	161	192	175	179	201	188
L5540	0	0	0	0	0	0	692	749	697	773	711	750
L3921	0	0	0	0	0	0	221	232	295	274	197	198
L0976	0	0	0	0	0	0	263	272	279	261	237	223
Q4050	32	12	6	4	4	4	11	0	0	4	6	10
E0464	4735	5595	6605	7712	9352	11083	13606	17632	22432	27410	33773	41998
A6538	5	12	3	6	10	13	8	7	4	9	6	3
Q4037	7	8	10	3	3	2	0	0	0	0	0	0
A4407	38679	40328	40804	42473	38774	40209	41504	42044	39189	40161	40706	41254
E2608	0	0	0	277	226	250	250	264	237	242	235	220
L2785	0	0	0	0	0	0	221	214	208	237	201	226
L5962	0	0	0	0	0	0	3211	2681	2186	2681	2668	2594
L1940	0	0	0	0	0	0	7530	7533	6605	7488	7581	7610
L2350	0	0	0	0	0	0	228	221	198	211	205	179
L6020	3	1	2	0	3	0	0	3	2	1	11	3
E0371	0	0	0	361	369	321	294	239	281	373	428	526
A6214	214	220	282	327	348	408	432	435	503	482	440	572
L3675	0	0	0	0	0	0	517	468	657	541	431	492
L3520	0	0	0	0	0	0	13	13	14	10	11	7
A7028	0	0	0	2743	2763	2829	2652	2769	2750	2713	2824	2766
A7520	0	0	0	0	0	0	6659	6528	6634	6347	6330	6218
L1010	0	0	0	0	0	0	23	13	16	16	13	13
K0195	357166	347546	329427	308156	299335	281829	266784	242255	236052	226095	224282	217757
K0802	0	0	0	22	24	18	12	16	12	8	12	7
L1901	0	0	0	0	0	0	0	1	0	0	0	0
L0462	0	0	0	0	0	0	116	84	85	103	112	106
L6686	0	0	0	0	0	0	32	34	29	55	37	45
L5703	0	0	0	0	0	0	8	6	8	3	10	11
L1832	16844	20873	23246	23829	24548	28128	29008	31600	18291	17357	15642	13536
L6000	3	11	7	4	1	6	3	5	3	3	6	6
L6641	0	0	0	0	0	0	84	78	102	89	108	77
L5665	0	0	0	0	0	0	246	276	233	251	239	223
L2134	0	0	0	0	0	0	3	2	6	3	2	9
L2520	0	0	0	0	0	0	4	3	4	4	13	6
L3330	0	0	0	0	0	0	10	6	5	3	6	5
E0443	205696	200463	197430	189162	191611	191790	196956	192747	183241	172881	170048	157245
A4406	48231	48748	48581	50007	45236	45850	46321	46265	42235	42065	42426	42457
L3334	0	0	0	0	0	0	308	335	258	322	304	264
L5150	0	0	0	0	0	0	5	6	5	0	1	2
E2375	2761	3429	3661	0	0	0	0	0	0	0	0	0
L5530	0	0	0	0	0	0	285	296	254	273	289	245
L0492	0	0	0	0	0	0	3	8	7	3	4	8
L5672	0	0	0	0	0	0	22	20	16	12	22	14
E2208	0	0	0	6020	5327	4640	3939	3499	3110	3301	3288	2850
T4528	1	2	1	1	3	1	2	2	10	3	2	4
L5430	0	0	0	0	0	0	1	0	0	0	1	1
A4258	583187	586441	551716	0	0	0	0	0	0	0	0	0
E0141	0	0	0	1406	1491	1543	1125	944	864	985	965	861
L2330	0	0	0	0	0	0	6458	6588	5799	6638	6671	6917
L0460	0	0	0	0	0	0	530	455	469	479	421	422
E0148	0	0	0	1024	1017	895	810	840	782	769	702	642
A6258	3150	3250	3388	3343	3334	3404	3514	3390	3118	3149	3303	3240
L3550	0	0	0	0	0	0	35	46	23	35	42	35
L5858	0	0	0	0	0	0	49	63	48	69	58	50
L6721	25	30	24	32	15	32	30	42	25	25	23	33
L0972	0	0	0	0	0	0	372	341	424	299	257	205
L5640	0	0	0	0	0	0	8	6	2	7	7	2
L6691	0	0	0	0	0	0	20	16	10	14	16	14
L6925	0	0	0	0	0	0	8	4	1	4	4	7
L6950	0	0	0	0	0	0	2	2	2	3	1	3
L3710	254	265	244	237	295	298	356	298	330	345	390	479
A4311	4198	3881	3483	3523	3389	3156	3352	3286	2994	2894	2904	2934
E0675	1863	1932	2016	6671	9130	9560	4563	4216	4829	5983	6355	5543
E0669	477	505	288	318	530	282	274	259	309	395	470	536
L3370	0	0	0	0	0	0	96	111	66	84	83	60
L8505	0	0	0	0	0	0	88	77	50	57	73	71
A4310	16494	16418	16451	16468	16083	16407	16333	15769	15841	15662	16163	16057
L3807	21310	22462	22633	23740	24061	25582	25028	24246	20634	18585	16996	15366
L1230	0	0	0	0	0	0	0	0	1	0	1	0
A6234	7056	6960	7020	6822	6839	6847	7081	6634	6683	6601	6743	6186
A4385	34109	35907	36977	39217	37175	39117	41237	42458	40423	41266	41891	42597
L6677	0	0	0	0	0	0	4	3	6	4	1	7
A4414	57691	58564	57958	58961	53710	54216	54312	54125	49936	50341	50393	50142
E0292	0	0	0	63	72	87	78	71	67	51	61	83
L2020	0	0	0	0	0	0	294	255	215	251	214	229
L7400	0	0	0	0	0	0	114	119	93	89	97	111
L8624	0	0	0	0	0	0	0	0	2	0	4	0
L2580	0	0	0	0	0	0	1	0	1	1	0	3
K0825	32216	32120	30402	27120	24270	20460	15283	9776	9728	9756	10009	10460
K0005	2495	2488	2338	0	0	0	0	0	0	0	0	0
L6706	52	62	52	56	37	39	51	47	45	48	36	39
L0634	0	0	0	0	0	0	9	11	6	8	10	5
L3160	0	0	0	0	0	0	7	0	2	5	3	5
K0015	0	0	0	931	855	783	970	804	720	765	764	542
A4554	17456	18391	17651	16974	16274	17260	17786	16851	16196	14542	15700	16486
L6707	3	3	6	5	2	3	6	5	3	5	1	6
L2250	0	0	0	0	0	0	897	699	636	710	653	643
L5706	0	0	0	0	0	0	12	24	15	18	24	13
L5637	0	0	0	0	0	0	8955	9204	8015	9552	9500	9358
L2034	0	0	0	0	0	0	13	14	11	15	10	8
L1900	0	0	0	0	0	0	36	21	41	34	33	42
L1810	13480	15439	14661	13804	12629	14295	14269	14121	12065	12569	12158	10750
L4050	0	0	0	0	0	0	13	7	9	4	7	12
L5964	0	0	0	0	0	0	624	551	461	497	528	522
E0147	0	0	0	981	906	1027	889	815	711	792	804	866
E0671	124	128	109	108	93	109	77	58	58	152	105	124
L3254	0	0	0	0	0	0	246	242	140	226	199	210
L8410	0	0	0	0	0	0	364	362	326	371	388	408
L7368	0	0	0	0	0	0	362	372	241	222	227	241
L8499	0	0	0	0	0	0	421	436	298	318	360	364
L7510	0	0	0	0	0	0	1516	1339	1169	1476	1411	1325
T4536	0	0	1	2	0	1	0	0	5	4	1	0
A6446	29070	27683	26865	0	0	0	0	0	0	0	0	0
A4510	386	602	404	233	413	426	353	406	309	475	536	290
L3960	0	0	0	0	0	0	2328	2571	2821	2789	3139	3211
L1610	0	0	0	0	0	0	8	17	20	10	7	8
L8612	0	0	0	0	0	0	0	0	1	0	0	0
A7038	493417	516138	481990	505467	499616	530279	502265	550810	539514	578689	621376	656325
L3500	0	0	0	0	0	0	11	5	13	15	5	8
L8480	0	0	0	0	0	0	1480	1571	1376	1600	1555	1674
L5812	0	0	0	0	0	0	731	782	742	746	759	819
A6535	78	83	88	77	82	76	86	86	75	76	71	78
A6205	0	4	10	5	8	10	4	9	7	5	8	5
B4035	180573	171576	156653	150369	153953	146882	150873	145485	149095	142712	140864	134782
E0657	81	13	23	12	14	21	6	9	7	19	11	24
L2184	0	0	0	0	0	0	7	9	12	4	9	15
L5671	0	0	0	0	0	0	7856	8059	7147	8453	8359	8297
L5688	0	0	0	0	0	0	79	79	73	72	80	84
L6665	0	0	0	0	0	0	49	51	49	54	50	49
K0052	0	0	0	2652	3048	2774	3080	2874	3025	4129	4710	3699
A6252	11612	11883	12276	0	0	0	0	0	0	0	0	0
A6223	4179	4438	4587	4475	4397	4515	4858	4885	4833	4806	5347	5027
L5410	0	0	0	0	0	0	29	19	22	23	22	16
L5100	0	0	0	0	0	0	62	58	74	52	58	49
L5816	0	0	0	0	0	0	26	25	30	39	36	25
L5974	0	0	0	0	0	0	444	430	416	422	397	372
L3100	0	0	0	0	0	0	685	728	891	794	597	715
L8020	0	0	0	0	0	0	6496	6822	4110	6282	5768	6083
A4419	19035	19597	19698	20337	19019	19394	19851	20042	19201	19515	19797	19906
E0373	0	0	0	135	91	85	103	121	184	256	336	443
L2397	0	0	0	0	0	0	7098	10849	12166	15179	18643	21878
L0452	0	0	0	0	0	0	2	2	0	1	3	1
Q4040	1	0	0	0	0	0	0	0	0	0	0	0
L0648	0	0	0	0	0	0	2	7	11961	15656	19995	22436
L6645	0	0	0	0	0	0	5	3	2	3	2	7
E0181	58066	55703	54085	0	0	0	0	0	0	0	0	0
E1161	2300	2638	2469	0	0	0	0	0	0	0	0	0
L0472	0	0	0	0	0	0	1467	1411	1430	1579	1414	1221
L2275	0	0	0	0	0	0	9657	9511	7984	9140	9709	9382
L5702	0	0	0	0	0	0	13	13	11	14	19	8
L5520	0	0	0	0	0	0	10	10	4	1	4	2
A9276	2127	2161	2330	2509	2466	2592	2837	3179	2889	3454	3434	3244
T4537	0	0	0	2	3	1	0	1	2	4	3	4
L0491	0	0	0	0	0	0	23	16	10	27	21	9
L3978	0	0	0	0	0	0	0	1	2	0	1	1
L2840	0	0	0	0	0	0	625	613	634	697	573	633
L5661	0	0	0	0	0	0	29	32	17	34	19	30
L6646	0	0	0	0	0	0	4	2	3	6	6	2
L0632	0	0	0	0	0	0	1	3	2	7	3	3
A7030	201999	205941	202490	211456	211470	220045	208338	225040	220635	237187	252106	263618
A4362	4237	5069	7388	9388	12484	16440	17416	17736	17015	19565	20289	20940
A6534	883	909	905	995	778	952	945	904	701	851	818	935
L3430	0	0	0	0	0	0	80	84	64	80	130	88
A7036	0	0	0	38111	38050	39082	37609	40022	37752	38992	40548	40620
L3924	0	0	0	0	0	0	0	1	920	1743	2401	2942
L3460	0	0	0	0	0	0	77	66	71	89	86	83
L8641	0	0	0	0	0	0	0	0	4	0	0	0
L0830	0	0	0	0	0	0	1	1	2	1	0	3
A4629	16672	16535	16223	0	0	0	16171	16281	16558	16440	16580	16738
L2038	0	0	0	0	0	0	13	8	10	11	6	5
Q4030	1	4	5	0	0	1	0	0	0	0	0	0
Q4035	0	1	0	0	0	0	0	0	0	0	0	0
L3530	0	0	0	0	0	0	36	41	39	24	41	29
L3320	0	0	0	0	0	0	76	91	59	101	92	80
L5696	0	0	0	0	0	0	57	42	45	38	46	40
L1833	0	0	0	0	0	0	0	0	17363	21775	28351	32805
L4394	0	0	0	0	0	0	14	14	10	8	9	8
L6930	0	0	0	0	0	0	2	1	2	0	3	0
L1110	0	0	0	0	0	0	0	0	1	0	0	0
L2000	0	0	0	0	0	0	10	10	6	9	13	4
T4524	3	2	3	1	0	0	0	0	10	3	2	2
S9343	2	0	1	2	0	0	0	0	0	0	0	0
E2364	0	0	0	13	28	24	24	58	58	33	46	68
L5845	0	0	0	0	0	0	1515	1659	1486	1673	1539	1683
L4055	0	0	0	0	0	0	13	17	10	13	15	12
L0622	0	0	0	0	0	0	27	14	10	24	13	16
E0730	74804	76613	63459	0	0	0	0	0	0	0	0	0
B4103	81	68	66	68	79	86	54	56	66	67	79	70
L2768	0	0	0	0	0	0	38	47	22	41	42	55
L3916	0	0	0	0	0	0	0	0	17	17	27	18
A6256	1	1	3	0	0	1	2	6	3	5	4	9
K0739	77407	82159	81941	0	0	0	0	0	0	0	0	0
K0004	176635	170357	166020	160558	159760	153718	144701	129815	114240	94551	78824	67619
T4534	0	0	0	0	0	0	1	0	0	0	0	0
L0628	0	0	0	0	0	0	1310	1172	950	1084	1121	1040
L3217	0	0	0	0	0	0	78	112	86	116	126	190
L3455	0	0	0	0	0	0	6	1	5	3	7	5
L2190	0	0	0	0	0	0	4	4	3	3	3	1
T4521	0	0	1	0	0	0	1	0	0	2	3	1
A4389	4711	4936	5028	5235	4801	5119	5272	5394	4971	5121	5331	5266
E2605	0	0	0	1230	1000	919	875	873	727	846	783	741
A6207	904	962	1070	997	1047	1160	1348	1428	1315	1584	1631	1550
L1815	0	0	0	0	0	0	1	0	1	0	0	0
L0999	0	0	0	0	0	0	104	73	77	72	119	110
L6945	0	0	0	0	0	0	0	2	2	2	2	2
L3808	0	0	0	0	0	0	5306	5460	6409	5916	5410	5600
L2370	0	0	0	0	0	0	61	71	37	57	54	44
L4392	0	0	0	0	0	0	36	35	35	32	35	35
K0006	29294	28742	28003	27150	27642	27258	26506	24965	24136	22571	22526	22231
L3980	0	0	0	0	0	0	1142	1163	1273	1141	1187	1209
L5626	0	0	0	0	0	0	47	47	49	49	35	45
L6712	0	0	0	0	0	0	0	1	0	1	0	0
